_id,failedAttempts,oracleEquivalenceMap.2,oracleEquivalenceMap.3,oracleEquivalenceMap.4,oracleEquivalenceMap.8,oracleEquivalenceMap.5,oracleEquivalenceMap.6,oracleEquivalenceMap.7,oracleEquivalenceMap.1
68e39aa12c48416419f4b071,5,5,3,4,2,,1,2,
68e39ac82c48416419f4b074,6,1,1,1,1,,,,
68e39b922c48416419f4b079,1,2,2,2,2,,,,
68e39ba72c48416419f4b07a,2,2,2,2,2,,,,
68e39bb62c48416419f4b07b,5,3,2,2,1,,1,1,
68e39c742c48416419f4b080,1,2,2,2,2,,,,
68e39cab2c48416419f4b083,5,15,13,11,11,3,6,4,
68e39d2a2c48416419f4b086,4,10,9,9,10,2,2,2,6
68e39d7a2c48416419f4b089,1,5,3,4,5,2,2,2,3
68e39e9f2c48416419f4b08f,4,4,4,4,4,2,2,2,
68e39eaa2c48416419f4b091,12,7,7,7,7,2,2,2,
68e39eb92c48416419f4b092,0,,,,,,,,
68e39f0a2c48416419f4b095,3,1,1,1,1,,,,
68e3a0f62c48416419f4b0a1,0,1,1,1,1,,,,
68e3a14c2c48416419f4b0a3,5,1,1,1,1,,,,
68e3a52e2c48416419f4b0a7,5,4,4,2,5,3,3,3,
68e3a70e2c48416419f4b0aa,8,14,13,14,14,3,3,4,3
68e467498ccc0a418eb5ea97,0,,,,,,,,
